University,Province,City,Tri-Council,Example Department,Faculty,Department,Program,Website,Contact Emails,,Emailed to Obtain,Emailed to Confirm,Domestic Tuition,Ancillary Fees,Total Domestic Fees,OOP Tuition,OOP Waiver,International Tuition,Int Ancillary Fees,Total Int Fees,Int Waiver,Guaranteed Funding,Years Guaranteed,Gross Stipend,Net Stipend,Gross Stipend International,Net Stipend Int,Gross Stipend OOP,Net Stipend OOP,Hours TAing,Hours RAing,Date of collection,Academic Year of Stipend,Tuition Get / 2,Tuition Parse / 2,Stipend Get / 3,Stipend Complete / 3,Notes,Tuition Data,Stipend Data,MBM Threshold 2020,MBM Threshold 2024,Rental Costs,Rental costs per year,Notes on Thresholds ,Net domestic - MBM Threshold (2024) ,Net domestic - MBM Threshold - Rent/year,Net domestic - MBM Threshold - Rent/year w/ 3 roommates (split 4 ways),Total Expenses,Operating Grant,Endowment
,,,SSHRC,Political Science,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SSHRC,History,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CIHR,Medical Science - Biochemistry & Molecular Biology,Medicine,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NSERC,Engineering - Civil,Engineering,,MEng,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UQAM,QC,Montreal,NSERC,Biological Sciences - Ecology,Science,DÌ©partement des sciences biologiques,MSc,https://bio.uqam.ca/en/#,,cyclesupbiologie@uqam.ca,TRUE,FALSE,4315,,4315,11400,,23840,,23840,,Yes,2,12500,,,,,,,,45447,2024-2025,1,1,0,0,Tuition & Fees are presented together,https://etudier.uqam.ca/cout-bourses,,20753,24561.03,1763,21156,Montreal,-24561.03,-45717.03,-29850.03,628,347,
,,,,,,,PhD,,,,TRUE,FALSE,4315,,4315,4315,,4315,,4315,Full,Yes,4,17000,,,,,,,,45447,2024-2025,1,1,1,0,"‰Û¢        •ÛÊDo you offer a guaranteed stipend for graduate students (both master‰Ûªs and PhD)?
The program of biology at UQAM imposes professors to pay a minimum stipends per student per year.
MSc = $12500 / PhD = $17000
Professors can ask for a maximum of one derogation. In biology, most professors pay their student more than this minimum (I would say the average is around $20000 before TAships, which means that students may be able to get around $25000 per year, they may also apply to institutional fellowships to get more money, and again whether the supervisors reduces their contribution or not depends on the professor).
UQAM also provides 13 000$ as an automatic institutional fellowship to every PhD student (5K 1st year ; 4k 2nd year ; 4K 3rd year). But professors can decide to include or not that amount in the minimum stipend described above.

‰Û¢        •ÛÊIf so, how many years is this stipend guaranteed for?
MSc = 2 years (6 terms) / PhD = 4 years (12 terms). There is no obligation, but most professors would extend the stipends if the student needs to extend their registration. 

‰Û¢        •ÛÊWhat is the minimum value of this stipend (either gross or net of tuition)?
See above (gross).

‰Û¢        •ÛÊAre students required to TA or RA on non-thesis-related work to attain this minimum level?
No. Students can choose to add TAships to this stipends. They generally do. 
I‰Ûªve heard some professors asked their students to do non-thesis-related research work, but I don‰Ûªt think it‰Ûªs the norm.

‰Û¢        •ÛÊIf TAing or RAing is required, how many hours per year (or week) does this entail?
We set a maximum number of TAships per year, because too much teaching could delay the thesis work. 

‰Û¢        •ÛÊDoes the department have any initiatives in place to mitigate higher tuition and healthcare costs for international students?
Yes. All the international PhD students (or the Canadian non Quebecer students) pay tuition fees that are equivalent to those of Quebec residents. That comes from an automatic tuition support from UQAM institution.
Unfortunately it‰Ûªs not automatic for Master‰Ûªs students, but UQAM‰Ûªs Faculty of Science provides some fellowships per year to reduce tuition fees to the same level as Quebec students for the two years of the MSc.
If you want to get more information on tuition fees at UQAM: https://etudier.uqam.ca/cout-bourses
Every students who comes to Quebec, becomes a (temporary) Quebec resident and thus gets the provincial health care coverage.
I hope this will help. Thanks a lot for you actions! It‰Ûªs really appreciated. I‰Ûªll try to change the content of the web page to add this type of information.
Best
Denis
",,https://etudier.uqam.ca/programme?code=3805,,,1763,21156,,-24561.03,-45717.03,-29850.03,628,347,
,,,NSERC,Physics,Science,"No physics department, using Sciences de l‰ÛªatmosphÌ¬re: mÌ©tÌ©o et climat",MSc,http://www.ism.uqam.ca/,,prog.scta.sup@uqam.ca,TRUE,FALSE,4315,,4315,11400,,23840,,23840,,No,,,,,,,,,,45447,,1,1,0,0,There is no physics department at UQAM (it appears to be run through neighboring institutions?). Using Atmospheric sciences instead,,,,,1763,21156,,-24561.03,-45717.03,-29850.03,628,347,
,,,,,,,PhD,,Got email returned from a main Science faculty officer,facsciences.coordo@uqam.ca,TRUE,FALSE,4315,,4315,4315,,4315,,4315,,Yes,,13000,,,,,,,,45447,,1,1,0,0,"Hello,

There is no garanteed stipend by the programs, altough PhD students almost always receive grants or are hired by their research direction.

The university itself offers garanteed grants to all full time doctorate students (""bourse de soutien universel au doctorat""): https://bourses.uqam.ca/trouver-une-bourse/programme-de-bourses-de-soutien-universel-au-doctorat/ . It is 13 000$.

There are also some grants offered to some master students, but it is not for all of them. It gives 4000$: https://bourses.uqam.ca/trouver-une-bourse/bourses-institutionnelles-aux-cycles-superieurs/
Some  grants for master students are specifically offered to international students, to lower the cost of tuition: https://bourses.uqam.ca/trouver-une-bourse/bourses-detudes-droits-de-scolarite-majores/ . 

And of course there are institutionna grants for excellence, as well as a lot of paid research work available (but not garanteed).

I hope this will be usefull to you.

Regards,

 

Sophie Bonin
Coordonnatrice, FacultÌ© des sciences
514-987-3000 poste 2258
 
",,,,,1763,21156,,-24561.03,-45717.03,-29850.03,628,347,
,,,SSHRC,Political Science,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SSHRC,History,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CIHR,Medical Science - Biochemistry & Molecular Biology,Medicine,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NSERC,Engineering - Civil,Engineering,,MEng,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laval,QC,Quebec City,NSERC,Biological Sciences - Ecology,Science,Departemente de Biologie,MSc,https://www.fsg.ulaval.ca/departements/departement-de-biologie,,info@bio.ulaval.ca,TRUE,FALSE,2304.72,975.28,3280,7193.52,,15782.4,975.28,16757.68,,No,,,-3280,,,,-8168.8,,,45447,,,,,,"Average is ~15k for MSc, 20k PhD",https://www.bbaf.ulaval.ca/en/scholarships-bursaries/canadian-citizens-or-permanent-residents/masters-program-funding/,https://www.fsg.ulaval.ca/futurs-etudiants/bourses-couts-et-financement-des-etudes#c41560,20462,24216.63,1353,16236,Quebec City,-27496.63,-43732.63,-31555.63,1125,512,34
,,,,,,,PhD,,,,TRUE,FALSE,2304.72,975.28,3280,,,14166.72,975.28,15142,,No,,,-3280,,,,,,,45447,,,,,,Tuition based on 2 terms of 12 credits each.,https://www.bbaf.ulaval.ca/en/scholarships-bursaries/canadian-citizens-or-permanent-residents/masters-program-funding/,https://www.fsg.ulaval.ca/futurs-etudiants/bourses-couts-et-financement-des-etudes#c41560,,,1353,16236,,-27496.63,-43732.63,-31555.63,1125,512,34
,,,NSERC,Physics,Science,"DÌ©partement de physique, de gÌ©nie physique et d'optique",MSc,https://www.fsg.ulaval.ca/departements/departement-de-physique-de-genie-physique-et-doptique,,phy@phy.ulaval.ca,TRUE,FALSE,2304.72,975.28,3280,7193.52,,15782.4,975.28,16757.68,,"No (officially, informally most offer the following)",2,16000,12720,,-758,,7831,,,45447,2024-2025,0,0,0,0,,,Email,,,1353,16236,,-11496.63,-27732.63,-15555.63,1125,512,34
,,,,,,,PhD,,,,TRUE,FALSE,2304.72,975.28,3280,,,14166.72,975.28,15142,,"No (officially, informally most offer the following)",4,16000,12720,,858,,,,,45447,2024-2025,0,0,0,0,"‰Û¢        Do you offer a guaranteed stipend for graduate students (both master‰Ûªs and PhD)?  Officially NO but all professors (most) did.
‰Û¢        If so, how many years is this stipend guaranteed for?  2 years for MSc, 4 years for PHD
‰Û¢        What is the minimum value of this stipend (either gross or net of tuition)?   16K$ per year
‰Û¢        Are students required to TA or RA on non-thesis-related work to attain this minimum level?  NO
‰Û¢        If TAing or RAing is required, how many hours per year (or week) does this entail? NA
‰Û¢        Does the department have any initiatives in place to mitigate higher tuition and healthcare costs for international students?  It is at a higher level, they offer reduce inscription cost.
",,,,,1353,16236,,-11496.63,-27732.63,-15555.63,1125,512,34
,,,SSHRC,Political Science,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,"If so, how many years is this stipend guaranteed for? 2 years for MSc, 4 years for PHD",,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,What is the minimum value of this stipend (either gross or net of tuition)? 16K$ per year,,,,,,,,,,,,,
,,,SSHRC,History,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,Are students required to TA or RA on non-thesis-related work to attain this minimum level? NO,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,"If TAing or RAing is required, how many hours per year (or week) does this entail? NA",,,,,,,,,,,,,
,,,CIHR,Medical Science - Biochemistry & Molecular Biology,Medicine,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,"Does the department have any initiatives in place to mitigate higher tuition and healthcare costs for international students? It is at a higher level, they offer reduce inscription cost.",,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NSERC,Engineering - Civil,Engineering,,MEng,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sherbrooke,QC,Sherbrooke,NSERC,Biological Sciences - Ecology,Science,Biologie,MSc,,SecrÌ©tariat du DÌ©partement de biologie,etud.superieures.biologie@USherbrooke.ca,TRUE,FALSE,4321.35,1329.39,5650.74,13487.85,,29595,1335,30930,50% to Full,,,,,,,,,,,45447,,0,1,0,0,,https://www.usherbrooke.ca/admission/couts-et-aide-financiere/frais-scolarite,,19601,23197.65,,,"Sherbrooke Quebec, 167162 pop Large population center",-23197.65,-23197.65,-23197.65,771,365,
,,,,,,,PhD,,,,TRUE,FALSE,4321.35,1329.39,5650.74,13487.85,,4320,1335,5655,Full,,,,,,,,,,,45447,,0,1,0,0,,https://www.usherbrooke.ca/admission/couts-et-aide-financiere/frais-scolarite,,,,,,,-23197.65,-23197.65,-23197.65,771,365,
,,,NSERC,Physics,Science,Physique,MSc,,Physics Secretary,secretariat-physique@USherbrooke.ca,TRUE,FALSE,4321.35,1329.39,5650.74,13487.85,,29595,1335,30930,50% to Full,,,,,,,,,,,45447,,0,1,0,0,,https://www.usherbrooke.ca/admission/couts-et-aide-financiere/frais-scolarite,,,,,,,-23197.65,-23197.65,-23197.65,771,365,
,,,,,,,PhD,,Academic Information,physique@USherbrooke.ca,TRUE,FALSE,4321.35,1329.39,5650.74,13487.85,,4320,1335,5655,Full,,,18000,,,,,,,,45447,2017?,0,1,0,0,,https://www.usherbrooke.ca/admission/couts-et-aide-financiere/frais-scolarite,https://www.usherbrooke.ca/physique/fileadmin/sites/physique/documents/Intranet/eFkt1T-English_information.pdf,,,,,,-23197.65,-23197.65,-23197.65,771,365,
,,,SSHRC,Political Science,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SSHRC,History,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CIHR,Medical Science - Biochemistry & Molecular Biology,Medicine,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NSERC,Engineering - Civil,Engineering,,MEng,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regina,SK,Regina,NSERC,Biological Sciences - Ecology,Science,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,23094,27331.59,1259,15108,,-27331.59,-42439.59,-31108.59,326,121,60
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1259,15108,,-27331.59,-42439.59,-31108.59,326,121,60
,,,NSERC,Physics,Science,Physics,MSc,https://www.uregina.ca/science/physics/,Aram.Teymurazyan@uregina.ca',,TRUE,FALSE,4916.25,776.25,5692.5,,,4916.25,4779.75,9696,,Yes,,,,,,,,,,45418,,0,1,,,"Used 2023 fall, 2024 winter, 2024 spring/summer fees. Also used 5 credit hours for MSc, which is the mean number of credits/semester needed to finish in 4 years",https://www.uregina.ca/fs/students/fee-schedule.html,https://www.uregina.ca/science/physics/financial/graduate-finances.html,,,1259,15108,,-27331.59,-42439.59,-31108.59,326,121,60
,,,,,,,PhD,,,,TRUE,FALSE,6374.25,1011.25,7385.5,,,6374.25,5014.75,11389,,Yes,,,,,,,,,,45418,,0,1,,,"NOTE FOR CALCULATION: International increase is hidden in the fees, not tuition as is typical",,,,,1259,15108,,-27331.59,-42439.59,-31108.59,326,121,60
,,,SSHRC,Political Science,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SSHRC,History,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CIHR,Medical Science - Biochemistry & Molecular Biology,Medicine,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NSERC,Engineering - Civil,Engineering,,MEng,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saskatchewan,SK,Saskatoon,NSERC,Biological Sciences - Ecology,Science,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,23513,27827.47,1258,15096,Saskatoon,-27827.47,-42923.47,-31601.47,1122,464,475
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1258,15096,,-27827.47,-42923.47,-31601.47,1122,464,475
,,,NSERC,Physics,Science,Department of Physics and Engineering Physics,MSc,https://artsandscience.usask.ca/physics/index.php,phys-engphys_gradchair@usask.ca,,TRUE,FALSE,4932,1227.39,6159.39,,,11097,1227.39,12324.39,,Yes,2,18000,11841,,5676,,,60,,45419,"2024-2025 (assumed, stipend from email)",1,1.5,0,0,While there is a link that appears to discuss (Departmental guidelines and Action Plan for devolved scholarship funds) that link is dead.,https://students.usask.ca/money/tuition-fees/graduate-tuition.php,Email,,,1258,15096,,-15986.86,-31082.86,-19760.86,1122,464,475
,,,,,,,PhD,,,,TRUE,FALSE,4932,1227.39,6159.39,,,4932,1227.39,6159.39,,Yes,4,20000,13841,,13841,,,60,,,,1,1.5,0,0,"‰Û¢        Do you offer a guaranteed stipend for graduate students (both master's and PhD)?  PhD students are guaranteed $20k/year and MSc are guaranteed $18k/year.

‰Û¢         If so, how many years is this stipend guaranteed for? PhD is for 4 years; MSc is for 2 years.

‰Û¢        What is the minimum value of this stipend (either gross or net of tuition)?  Students receive the full stipend, they pay their own tuition.
 
‰Û¢        Are students required to TA or RA on non-thesis-related work to attain this minimum level?  Students who receive departmental scholarships as part of the stipend totals are required to do TA work.

‰Û¢        If TAing or RAing is required, how many hours per year (or week) does this entail?  Dependent on the amount of the scholarship they can be assigned between 30-60 hours per term.

‰Û¢        Does the department have any initiatives in place to mitigate higher tuition and healthcare costs for international students?  We do not at this time due to limited funding available. Some Professors will give their students an extra stipend payment at the beginning of the term to help with their tuition.  Most students receive more than the required minimum stipend amounts already.
",,,,,1258,15096,,-13986.86,-29082.86,-17760.86,1122,464,475
,,,SSHRC,Political Science,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SSHRC,History,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CIHR,Medical Science - Biochemistry & Molecular Biology,Medicine,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NSERC,Engineering - Civil,Engineering,,MEng,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPEI,PEI,Charlottetown,NSERC,Biological Sciences - Ecology,Science,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,22253,26336.27,,,Charlottetown,-26336.27,-26336.27,-26336.27,176,71,60
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-26336.27,-26336.27,-26336.27,176,71,60
,,,NSERC,Physics,Science,Department of Physics,MSc,https://www.upei.ca/programs/physics,NO GRAD PROGRAM,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-26336.27,-26336.27,-26336.27,176,71,60
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-26336.27,-26336.27,-26336.27,176,71,60
,,,SSHRC,Political Science,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SSHRC,History,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CIHR,Medical Science - Biochemistry & Molecular Biology,Medicine,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NSERC,Engineering - Civil,Engineering,,MEng,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Univeristy,MB,Brandon,NSERC,Biological Sciences - Ecology,Science,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,20839,24662.81,,,Brandon Manitoba,-24662.81,-24662.81,-24662.81,69,41,75
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-24662.81,-24662.81,-24662.81,69,41,75
,,,NSERC,Physics,Science,Physics & Astronomy,MSc,https://www.brandonu.ca/physics/,No graduate program,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-24662.81,-24662.81,-24662.81,69,41,75
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-24662.81,-24662.81,-24662.81,69,41,75
,,,SSHRC,Political Science,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SSHRC,History,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CIHR,Medical Science - Biochemistry & Molecular Biology,Medicine,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NSERC,Engineering - Civil,Engineering,,MEng,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Columbia Institute of Technology,BC,Burnaby,NSERC,Biological Sciences - Ecology,Science,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,25285,29924.62,,,"Surrey BC  518467 population - EXCEEDS largest non-vancouver bin (<499,999 pop), so using vancouver numbers",-29924.62,-29924.62,-29924.62,392,167,31
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-29924.62,-29924.62,-29924.62,392,167,31
,,,NSERC,Physics,Science,Physics,MSc,https://www.bcit.ca/computing-academic-studies/physics/,No graduate program,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-29924.62,-29924.62,-29924.62,392,167,31
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-29924.62,-29924.62,-29924.62,392,167,31
,,,SSHRC,Political Science,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SSHRC,History,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CIHR,Medical Science - Biochemistry & Molecular Biology,Medicine,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NSERC,Engineering - Civil,Engineering,,MEng,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
